	pTemra_001	pTemra_002	pTemra_003	pTemra_004	pTemra_005	pTemra_006
ENSG00000014164.L02	9.75579	9.64892	0	7.95913	7.85823	0
ENSG00000014216.L01	65.2253	64.7531	65.5211	86.3645	83.3309	86.4034
ENSG00000014257.L01	0	0	0	0	0	0
ENSG00000014641.L01	57.7362	58.7831	59.1244	65.1255	66.5199	66.7333
ENSG00000014824.L01	13.1404	13.4436	13.833	13.4205	13.309	13.227
ENSG00000014914.L01	0.264919	0.25992	0.251201	0.289999	0.29272	0.330817
ENSG00000014919.L01	5.7711	5.86825	5.74189	5.82494	5.74658	5.39465
ENSG00000015133.L01	134.654	136.193	134.208	148.78	144.506	144.7
ENSG00000015153.L01	12.1515	12.2532	12.5617	21.1543	21.2337	21.1729
ENSG00000015171.L01	36.3616	34.0103	35.2834	29.8021	28.5403	28.9848
ENSG00000015285.L01	73.7875	73.7326	74.4009	70.0704	70.0149	71.1625
ENSG00000015413.L01	0	0	0	0	0	0
ENSG00000015475.L01	15.583	15.586	15.7334	12.9301	12.925	13.1808
ENSG00000015479.L01	128.972	131.454	136.316	140.455	143.043	149.938
ENSG00000015520.L01	0	0	0	0.0234307	0.0234173	0.0236486
ENSG00000015532.L01	11.1344	11.3592	10.9753	12.0853	12.8616	11.4712
ENSG00000015568.L01	1.15197	1.17454	1.22358	2.51629	2.56408	2.5706
ENSG00000015592.L01	0	0	0	0	0	0
ENSG00000015676.L01	20.7448	20.8715	19.9892	19.3052	19.4055	19.3392
ENSG00000016082.L01	0	0	0	0	0	0
ENSG00000016391.L01	0.0177271	0.0177448	0.0178127	0.0177738	0.0177581	0.0179021
ENSG00000016402.L01	0	0	0	0	0	0
ENSG00000016490	0	0	0	0	0	0
ENSG00000016602	0.216103	0.219959	0.221579	0	0	0
ENSG00000016864.L01	22.0848	21.5876	21.9234	24.2921	22.7856	22.8491
ENSG00000017373.L01	0.992567	1.01467	1.01189	0.131219	0.147143	0.147912
ENSG00000017427.L01	0	0	0	0	0	0
ENSG00000017483.L01	19.1685	19.4463	19.1189	17.9377	18.5837	18.0642
ENSG00000017621.L01	0.331146	0.330409	0.348441	0.300105	0.296431	0.303522
ENSG00000017797.L01	17.9455	18.1275	18.2477	10.3185	10.4164	10.4742
ENSG00000018189.L01	8.59197	8.77847	9.4723	10.5816	13.0092	14.6361
ENSG00000018236.L01	0	0	0	0	0	0
ENSG00000018280.L01	1.20716	1.20743	1.08963	0.515666	0.514211	0.465946
ENSG00000018408.L01	0.23504	0.236637	0.275127	0.371472	0.417127	0.397185
ENSG00000018510.L01	11.7619	11.9541	12.0116	10.5275	10.6352	10.6453
ENSG00000018610.L01	10.9929	11.1613	11.2457	13.5013	13.6943	13.7655
ENSG00000018625.L01	0	0	0	0	0	0
ENSG00000018699.L01	7.87232	7.98791	8.08636	5.81767	6.27838	5.98123
ENSG00000018869.L01	2.45752	2.49003	2.50056	1.85164	1.86123	1.8653
ENSG00000019144.L01	0.62914	0.626471	0.769069	1.30182	1.31522	1.27297
ENSG00000019169	0	0	0	0	0	0
ENSG00000019186.L01	0	0	0	0	0	0
ENSG00000019485.L01	4.40056	4.38106	4.76986	2.72529	2.5428	3.11804
ENSG00000019505.L01	0	0	0	0	0	0
ENSG00000019549	0	0	0	0	0	0
ENSG00000019582.L01	651.452	651.149	655.802	635.938	637.359	643.2
ENSG00000019991.L01	0.137361	0.140899	0.142016	0	0	0
ENSG00000020129.L01	6.88416	6.83088	6.18992	5.32725	5.2921	5.13985
ENSG00000020181.L01	0.165965	0.164896	0.165095	0.0309011	0.0306309	0.0308527
ENSG00000020256.L01	4.82502	4.84215	4.86619	3.57296	3.58344	3.60983
ENSG00000020577.L01	0.0887201	0.0519545	0.0973016	0.0732911	0.0735296	0.0739035
ENSG00000020633.L01	371.696	410.579	382.746	356.594	392.638	373.727
ENSG00000020922.L01	15.9642	16.7242	16.4339	22.426	23.9979	23.9815
ENSG00000021300.L01	7.27744	7.2849	7.30617	5.8178	5.8095	5.85205
ENSG00000021355.L01	53.3724	64.2311	62.3918	54.2006	69.7797	68.1227
ENSG00000021461.L01	0	0	0	0.160429	0.163977	0.164742
ENSG00000021488.L01	0.180802	0.181491	0.180548	0.100231	0.100551	0.100792
ENSG00000021574.L01	6.23072	5.77125	5.80664	4.06048	3.63437	3.63653
ENSG00000021645.L01	0.0204687	0.0206282	0.0207695	0	0	0
ENSG00000021762.L01	99.9035	98.4479	88.6806	90.6688	79.448	72.1924
ENSG00000021776.L01	16.3732	16.7539	16.3079	25.3523	26.1061	25.6933
ENSG00000021826.L01	0.0533327	0.054308	0.0547209	0.200024	0.204416	0.203881
ENSG00000021852.L01	0	0	0	0	0	0
ENSG00000022267.L01	0.53224	0.530312	0.522381	0.7334	0.743233	0.743725
ENSG00000022355	0	0	0	0	0	0
ENSG00000022556.L01	6.66656	6.13709	6.44072	27.2293	28.3727	30.7586
ENSG00000022567.L01	5.94304	5.50073	6.39214	5.11214	4.84111	4.84492
ENSG00000022840.L01	61.8504	62.8702	59.5445	99.2074	99.19	99.488
ENSG00000022976.L01	11.0058	10.9149	11.0361	13.2035	13.2226	13.4317
ENSG00000023041.L01	31.8104	32.3805	32.9698	36.572	38.4588	36.7597
ENSG00000023191.L01	57.521	56.1541	55.4483	61.5556	58.293	58.1777
ENSG00000023228.L01	15.956	16.2603	16.406	24.5114	24.9522	25.0497
ENSG00000023287.L01	15.6369	15.9136	15.936	20.3644	20.2697	20.3361
ENSG00000023318.L01	12.7711	13.0658	44.6589	11.9956	12.1851	30.7534
ENSG00000023330.L01	7.66949	7.74616	7.76971	10.2277	10.3393	10.2755
ENSG00000023445.L01	20.9927	21.5633	21.6955	22.4337	22.993	23.0016
ENSG00000023516.L01	9.2583	9.51282	9.59986	10.2135	10.3803	10.4201
ENSG00000023572.L01	3.83607	3.89068	3.79594	2.80922	2.84165	2.56783
ENSG00000023697.L01	9.38273	9.87216	9.69483	7.42264	7.72489	7.59524
ENSG00000023734.L01	35.4418	35.3782	32.335	51.0365	51.8426	48.7076
ENSG00000023839.L01	1.21334	1.24334	0.925057	0.711974	0.728253	0.735157
ENSG00000023909.L01	6.34077	6.49191	7.52838	7.68699	7.88052	9.72641
ENSG00000024048.L01	22.2028	23.0862	22.7621	43.0757	44.0937	42.9155
ENSG00000024422.L01	0.0586753	0.0575387	0.0571743	0.0486215	0.0484052	0.0487847
ENSG00000024526.L01	0	0	0	0.0499308	0.0516205	0.0516566
ENSG00000024862	14.5558	14.7364	14.7779	19.8968	20.0959	20.1036
ENSG00000025039.L01	0.0378185	0.038658	0.038998	0.297198	0.302684	0.303212
ENSG00000025156.L01	8.14021	10.7176	11.966	16.8886	22.693	24.6873
ENSG00000025293.L01	56.2337	58.4237	61.4927	25.1122	27.3951	28.5811
ENSG00000025423.L01	0.212163	0.21523	0.217104	0.31299	0.301595	0.310338
ENSG00000025434.L01	2.52184	2.52044	2.5257	1.8942	1.88375	1.87677
ENSG00000025770.L01	29.6566	31.4222	31.5292	42.4372	47.0516	47.5219
ENSG00000025772.L01	4.43728	5.11166	5.16904	4.76538	4.99496	5.06334
ENSG00000025796.L01	19.4208	20.1847	20.1736	31.8132	32.8681	32.7246
ENSG00000025800.L01	12.2039	12.3096	12.4146	19.293	19.5496	19.7823
ENSG00000026025.L01	248.788	250.225	243.352	168.918	171.379	143.716
ENSG00000026103.L01	28.6157	29.0354	29.3327	31.4539	31.97	32.0701
ENSG00000026508.L01	136.81	137.763	137.856	172.916	173.283	173.522
ENSG00000026652.L01	17.2428	17.6778	17.4972	35.0367	35.6495	35.2361
ENSG00000026751.L01	139.195	143.33	143.719	88.2589	90.6229	91.133
ENSG00000026950.L01	126.603	126.281	126.987	222.788	222.704	224.939
ENSG00000027001.L01	3.33484	3.23903	3.50791	2.03913	1.93946	2.18976
ENSG00000027075.L01	1.49926	1.48408	1.54782	3.86479	3.80061	3.96937
ENSG00000027075.L02	2.20897	0	0	3.46107	0	0
ENSG00000027075.L03	0.251126	0	0	3.31484	0	0
ENSG00000027075.L04	0.857148	0	0	2.42491	0	0
ENSG00000027644.L01	0.110592	0.110252	0.110736	0.0661672	0.0659743	0.0666924
ENSG00000027697.L01	23.8991	24.4394	27.8682	40.4509	41.3262	46.9302
ENSG00000027847.L01	0	0	12.1756	0	0	20.4317
ENSG00000027869.L01	101.903	0	101.431	150.753	0	150.782
ENSG00000028116.L01	10.9567	10.8786	11.6866	10.8317	9.72531	11.6278
ENSG00000028137.L01	92.1223	92.0605	92.5358	127.932	127.758	129.11
ENSG00000028203.L01	18.2198	18.6388	18.7816	18.9521	19.0873	19.2067
ENSG00000028277.L01	6.08308	6.55502	6.59556	7.77674	8.03459	8.12776
ENSG00000028528.L01	28.2859	28.5507	27.4814	42.4544	42.7923	38.4042
ENSG00000028839.L01	22.9835	23.6625	23.68	29.2776	30.4606	30.4151
ENSG00000029153.L01	0	0	0	0	0	0
ENSG00000029363.L01	108.012	109.222	110.062	128.974	130.106	130.958
ENSG00000029364.L01	12.4281	12.6496	12.7652	13.8966	14.1385	14.2639
ENSG00000029534.L01	0.0401388	0.040024	0.0402307	0.121295	0.121554	0.122138
ENSG00000029559	0	0	0	0	0	0
ENSG00000029639.L01	5.93048	6.01204	6.03449	3.99942	4.05681	4.05204
ENSG00000029725.L01	18.5304	18.9169	19.0347	23.7528	24.1554	24.2404
ENSG00000029993.L01	0.61264	0.616525	0.611833	1.46164	1.4757	1.46321
ENSG00000030066.L01	19.6754	20.0545	18.7609	23.9366	24.3214	23.2472
ENSG00000030110.L01	28.7826	29.0276	28.2072	35.715	36.3662	34.6447
ENSG00000030304.L01	0	0	0	0	0	0
ENSG00000030419.L01	35.4725	35.7633	42.8189	22.0451	21.8699	24.7639
ENSG00000030582.L01	17.272	17.2021	17.374	14.8488	14.9356	15.0748
ENSG00000031003.L01	21.4796	21.6948	22.5903	20.3838	20.9073	21.9409
ENSG00000031081.L01	2.49971	2.52249	3.05677	1.38027	1.39155	1.61947
ENSG00000031544.L01	0.548847	0	0	0.653457	0	0
ENSG00000031691.L01	1.59247	1.63835	1.65557	0.994751	1.30322	1.02492
ENSG00000031698.L01	55.4877	55.72	56.6173	73.4298	74.1474	75.067
ENSG00000031823.L01	31.3048	31.544	31.0337	37.9648	37.9068	38.0545
ENSG00000032219.L01	16.9795	17.2166	18.501	23.6016	23.9175	25.9105
ENSG00000032389.L01	17.8024	17.9347	17.9639	12.8335	12.9352	13.0136
ENSG00000032742.L01	3.09251	2.91577	2.94184	3.17444	3.18825	3.18862
ENSG00000033011.L01	18.7741	18.8714	18.8941	11.5215	11.5934	11.6436
ENSG00000033030.L01	14.8278	15.5121	15.6765	26.0325	26.6703	27.9646
ENSG00000033050.L01	7.42349	7.34086	7.40696	7.38638	7.31703	7.33965
ENSG00000033100.L01	27.8951	27.7291	26.8515	23.7721	23.6219	23.668
ENSG00000033122.L01	0.0147407	0.0150598	0.015165	0	0	0
ENSG00000033170.L01	4.66081	4.75004	4.58144	9.79047	9.98105	8.66379
ENSG00000033178.L01	8.03264	8.13334	8.29568	14.3535	14.8539	16.1067
ENSG00000033327.L01	0.517548	0.438483	1.17864	0.491616	0.469657	1.66864
ENSG00000033327.L02	1.16358	1.16754	0	1.63767	1.64816	0
ENSG00000033627.L01	0.480156	0.471328	0.47273	0.199781	0.241405	0.243941
ENSG00000033800.L01	35.7954	35.4018	36.0804	44.3365	46.2457	44.5989
ENSG00000033867.L01	16.7184	16.8247	16.9057	34.6903	34.1005	34.0642
ENSG00000034053.L01	74.8195	72.3311	79.4428	96.8546	91.3703	103.136
ENSG00000034063.L01	1.43292	1.42662	1.41852	1.09541	1.08438	1.08749
ENSG00000034152.L01	41.405	41.267	41.4309	53.342	53.2499	53.7165
ENSG00000034239.L01	0	0	0	0	0	0
ENSG00000034510	0	0	2393.82	0	0	1821.64
ENSG00000034510.L01	2574.86	2409.16	0	1886.52	1827.07	0
ENSG00000034533.L01	12.4655	12.1522	11.4169	10.3051	10.1482	9.7709
ENSG00000034677.L01	52.7997	52.8135	65.1388	132.542	135.145	166.58
ENSG00000034693.L01	8.58402	9.92474	9.1769	11.7369	11.5834	11.665
ENSG00000034713	62.1814	62.8879	62.7483	39.1917	39.4656	39.1942
ENSG00000034971	0	0	0	0	0	0
ENSG00000035115.L01	13.8612	14.0848	14.1041	14.3501	14.2162	14.1977
ENSG00000035141.L01	20.2677	20.3251	20.4779	23.3491	23.6041	23.7134
ENSG00000035403.L01	23.1896	22.2467	25.8545	39.2357	38.2389	43.8068
ENSG00000035499.L01	0.819889	0.838057	0.841351	0.621715	0.633832	0.633284
ENSG00000035664.L01	9.21274	9.42766	9.47082	6.58392	6.99531	6.79679
ENSG00000035681.L01	23.0378	23.4887	23.6965	34.0353	34.6264	34.9519
ENSG00000035720	0	0.620089	0.625427	0	0.257981	0.258721
ENSG00000035720.L01	0.605344	0	0	0.261806	0	0
ENSG00000035862.L01	0	0	0.365293	0	0	0
ENSG00000035928.L01	22.4984	19.7142	19.9023	25.5298	20.9374	21.0119
ENSG00000036054.L01	7.8475	8.08144	7.91901	10.1871	10.4691	10.4568
ENSG00000036257.L01	27.3422	22.4516	22.623	32.2963	27.5493	29.9376
ENSG00000036448.L01	166.549	165.478	184.286	0.991112	0.755253	0.755144
ENSG00000036448.L02	13.2168	0	11.6156	0.0448776	0	0.0323197
ENSG00000036473.L01	0	0	0	0	0	0
ENSG00000036530.L01	0.127023	0.128001	0.127552	0.0691738	0.0696422	0.0700233
ENSG00000036549.L01	14.7456	14.5282	14.603	12.1779	11.8399	11.9191
ENSG00000036565.L01	0	0	0	0	0	0
ENSG00000036672.L01	0.112533	0.112953	0.113312	0.0188258	0	0
ENSG00000036828.L01	0	0	0	0	0	0
ENSG00000037042.L01	7.09097	7.13116	7.10867	8.09476	8.17634	8.12446
ENSG00000037241.L01	9.20729	9.2507	9.23761	6.74221	6.81943	6.77341
ENSG00000037280.L01	0.740256	0.757499	0.742214	0.337955	0.351518	0.357255
ENSG00000037474.L01	28.0726	28.5335	26.9889	44.6151	45.8451	42.8695
ENSG00000037637.L01	17.8065	13.2238	13.3491	16.6234	11.9103	12.0334
ENSG00000037965	0	0	0	0	0	0
ENSG00000038002.L01	13.2959	13.5036	13.5481	15.5532	15.8141	15.4919
ENSG00000038210.L01	14.8325	14.4148	15.4944	18.5906	16.6406	17.7704
ENSG00000038219.L01	17.4405	19.1801	19.3701	24.8633	25.2607	25.4025
ENSG00000038274.L01	63.4146	64.759	65.139	53.5558	54.6023	54.7383
ENSG00000038295.L01	0.123696	0.123323	0.123205	0	0	0
ENSG00000038382.L01	21.95	22.1543	22.1807	7.16087	7.59243	7.53674
ENSG00000038427.L01	0.122759	0.12506	0.125221	0.0433325	0.0437638	0.0438181
ENSG00000038532.L01	8.32316	8.78571	8.99624	11.6058	11.8535	11.2414
ENSG00000038945.L01	0	0	0	0	0	0
ENSG00000039068.L01	0	0	0	0	0	0
ENSG00000039123.L01	13.1381	13.2076	13.3638	29.9118	30.7861	30.5657
ENSG00000039139.L01	0	0	0	0	0	0
ENSG00000039319.L01	5.42954	5.59735	5.64254	9.09714	9.34559	8.94296
ENSG00000039523.L01	9.60104	9.49073	9.29276	10.608	10.6154	11.1427
ENSG00000039537.L01	0	0	0	0	0	0
ENSG00000039560.L01	0.252248	0.254336	0.253644	0.155544	0.1567	0.155182
ENSG00000039600.L01	0	0	0	0	0	0
ENSG00000039650.L01	54.92	54.3007	53.7066	71.0313	70.3108	70.079
ENSG00000039987.L01	0	0	0	0	0	0
ENSG00000040199.L01	3.10211	3.16345	3.19531	4.08508	4.16568	4.21357
ENSG00000040275.L01	5.54923	5.66746	5.71076	3.94563	4.31158	4.33484
ENSG00000040487.L01	6.19327	6.18655	6.23378	5.822	5.86279	5.91405
ENSG00000040487.L02	0.322565	0.351215	0.400874	0.594904	0.643365	0.739344
ENSG00000040487.L03	1.06006	1.14614	1.15554	1.4276	1.52858	1.54683
ENSG00000040531.L01	7.79356	7.6611	7.41951	6.38382	6.45157	5.42283
ENSG00000040531.L02	0.388957	0.389074	0	0.948574	0.952645	0
ENSG00000040531.L03	0.399827	0.397943	0	0.434264	0.431997	0
ENSG00000040608	1.12106	1.11426	0	0.743774	0.733325	0
ENSG00000040608.L01	0	0	1.11775	0	0	0.737551
ENSG00000040633.L01	9.64091	8.17557	8.292	10.74	10.1823	10.245
ENSG00000040731	0	0	0	0	0	0
ENSG00000040933.L01	58.64	61.6608	53.153	92.5999	97.2236	81.7458
ENSG00000041353.L01	6.51677	6.55744	6.60016	4.37189	4.4139	4.42512
ENSG00000041357.L01	51.6464	53.0321	53.0419	57.8473	58.9641	58.9843
ENSG00000041515.L01	0	0	0	0	0	0
ENSG00000041802.L01	26.4862	28.1901	29.2138	59.0152	60.3926	59.4628
ENSG00000041880.L01	10.8086	11.4438	11.5252	8.13766	8.45569	8.53799
ENSG00000041982.L01	0.0391419	0.0393093	0.0396118	0	0	0
ENSG00000041988.L01	9.10793	9.02823	9.0355	8.36789	8.30891	8.35788
ENSG00000042062.L01	0.697754	0.902334	0.957777	0.439348	0.533051	0.571455
ENSG00000042062.L02	0	0.694313	0.71914	0	1.02593	1.06646
ENSG00000042062.L03	0	0.270195	0.272034	0	0.869553	0.877801
ENSG00000042062.L04	0	0.886156	0.884551	0	0	0
ENSG00000042062.L05	0	0.701282	0.704627	0	0.441302	0.445861
ENSG00000042088.L01	11.7741	11.5588	11.5582	9.79977	11.4567	11.4989
ENSG00000042286.L01	3.19431	3.19962	3.2173	3.19109	3.19745	3.2158
ENSG00000042304	0	0	0	0	0	0
ENSG00000042317.L01	1.7173	1.7512	1.76594	0.978072	0.995578	0.996265
ENSG00000042429.L01	16.1936	16.3656	16.4723	27.6714	28.0686	28.1739
ENSG00000042445.L01	17.2463	17.9201	18.0503	21.139	21.6702	21.8918
ENSG00000042493.L01	6.418	7.33457	7.3518	2.63657	2.60802	2.65441
ENSG00000042753.L01	31.1324	31.0873	31.0352	26.0387	26.1054	26.1482
ENSG00000042781.L01	0	0	0	0	0	0
ENSG00000042813.L01	0	0	0	0	0	0
ENSG00000042832.L01	1.42538	1.4273	1.42448	0.502232	0.524913	0.528864
ENSG00000042832.L02	0	6.10021	0	0	8.16877	0
ENSG00000042980.L01	2.47996	2.53855	2.32655	0.638454	0.64909	0.591742
ENSG00000043039.L01	0	0	0	0	0	0
ENSG00000043093.L01	6.22017	6.38314	6.47137	7.11941	7.28901	7.32552
ENSG00000043143.L01	52.1223	51.8177	52.0477	51.6847	53.2153	53.9202
ENSG00000043355.L01	0	0	0	0	0	0
ENSG00000043462.L01	199.481	200.663	202.195	207.911	207.717	209.655
ENSG00000043514.L01	6.23257	6.32779	6.37347	7.70731	8.10496	8.39506
ENSG00000043591	0.952372	0.942742	0.935559	0.153619	0.150856	0.150025
ENSG00000044012	0	0	0	0	0	0
ENSG00000044115.L01	17.5482	18.6184	18.7491	12.4605	14.3941	14.4497
ENSG00000044446.L01	12.4222	12.7502	13.629	16.2265	16.5358	17.2865
ENSG00000044459.L01	0.281327	0.28741	0.289351	0.188402	0.192501	0.192966
ENSG00000044524.L01	0	0	0	0	0	0
ENSG00000044574.L01	221.947	226.13	226.519	142.8	147.95	146.506
ENSG00000046604	0	0	0	0.0136162	0.01387	0.0139438
ENSG00000046647.L01	6.82577	7.11251	6.08163	8.74878	9.64795	7.55404
ENSG00000046651.L01	30.7512	32.4179	32.9722	23.255	24.5459	25.1142
ENSG00000046653.L01	1.04722	1.08448	1.1016	1.3862	1.14068	1.15072
ENSG00000046653.L02	0.214694	0.220625	0.222103	0.488425	0.501969	0.503022
ENSG00000046774	0	0	0	0	0	0
ENSG00000046889.L01	0	0	0	0	0	0
ENSG00000047056.L01	20.7696	22.3629	22.4518	18.8195	21.7158	21.7829
ENSG00000047188.L01	14.9766	14.8434	15.1407	30.6132	31.2567	31.2654
ENSG00000047230.L01	1.88021	2.03203	1.76508	2.16157	2.72084	1.87522
ENSG00000047249.L01	12.2546	12.2921	12.309	14.9014	15.6719	15.6273
ENSG00000047315.L01	49.2792	50.3843	49.4874	80.3521	82.3306	79.729
ENSG00000047346.L01	47.3461	45.989	48.5723	59.7575	58.3474	60.5093
ENSG00000047410.L01	30.52	31.0715	33.4706	36.0589	36.8154	41.1794
ENSG00000047457.L01	0.46508	0.476198	0.747037	3.88617	3.96411	3.97232
ENSG00000047457.L02	1.50116	2.065	1.55168	1.52304	2.98865	1.56328
ENSG00000047457.L03	0	1.54139	0	0	1.56109	0
ENSG00000047578.L01	5.08559	5.06884	5.08805	8.84221	8.96444	9.11587
ENSG00000047579.L01	13.7174	13.7526	13.5084	14.2555	14.3292	14.1248
ENSG00000047597	0.112322	0.114831	0.115608	0.0587476	0.0598701	0.0600618
ENSG00000047617.L01	0	0	0	0	0	0
ENSG00000047621.L01	6.55856	6.32748	6.50442	6.2875	6.56023	5.79931
ENSG00000047634.L01	0.147423	0.150612	0.151368	0.5547	0.563508	0.677405
ENSG00000047644.L01	24.6865	19.8881	30.061	17.1529	13.8056	20.5099
ENSG00000047648.L01	0	0	0	0	0	0
ENSG00000047662	0.783023	0.789001	0.796386	1.81699	1.82622	1.84396
ENSG00000047849.L01	31.276	30.0244	30.8646	42.4965	41.1013	42.2303
ENSG00000047932.L01	0	0	0.856946	0	0	0.378948
ENSG00000047932.L02	0	0	1.71589	0	0	1.23689
ENSG00000048028.L01	44.0055	44.4405	51.5653	60.1422	62.004	64.8454
ENSG00000048052.L01	4.20431	4.77396	4.95224	5.6304	5.73216	5.61887
ENSG00000048140.L01	27.7842	26.939	27.0452	28.3373	26.855	27.0553
ENSG00000048162.L01	9.19942	9.14205	1.0324	12.4699	12.51	2.5672
ENSG00000048162.L02	0	0	9.13765	0	0	12.5426
ENSG00000048342.L01	0.238859	0.241441	0.24334	0.275893	0.279778	0.282098
ENSG00000048342.L02	0.840222	3.15112	3.15316	1.27334	0	0
ENSG00000048342.L03	3.08864	0.76073	0.698089	0	0.505588	0.366697
ENSG00000048342.L04	0.749838	0.448737	0.453184	0.495521	0.627486	0.632603
ENSG00000048342.L05	0.372703	0	0.57758	0.528435	0	0.360314
ENSG00000048392.L01	7.07766	6.29271	6.33831	11.3432	10.3119	10.3542
ENSG00000048405.L01	27.7888	29.2221	33.7202	34.0937	35.3545	41.3913
ENSG00000048462	0	0	0	0	0	0
ENSG00000048471.L01	4.90041	5.17732	5.22003	8.09592	8.16138	8.22906
ENSG00000048540.L01	0	0	0	0	0	0
ENSG00000048544	0	0	15.8186	0	0	13.1035
ENSG00000048544.L01	0	15.7212	0	0	13.1933	0
ENSG00000048649.L01	26.25	24.967	25.3301	34.8141	32.701	32.7711
ENSG00000048707.L01	15.5139	15.5039	15.8596	19.1864	18.8744	19.5154
ENSG00000048740.L01	80.229	81.8321	79.7356	98.0808	99.7583	96.2158
ENSG00000048828.L01	44.2087	42.6726	42.913	43.5113	41.5901	41.9786
ENSG00000048991.L01	13.833	13.8414	12.9124	17.9165	17.9331	17.5566
ENSG00000049089.L01	0.449501	0.444789	0.471048	0.523217	0.520136	0.356898
ENSG00000049130.L01	0.0163728	0.0169097	0.0170297	0	0	0
ENSG00000049167.L01	4.24658	4.38278	4.31135	2.93214	3.03595	3.04355
ENSG00000049192.L01	0.364476	0.400036	0.42278	1.45886	1.5376	1.56138
ENSG00000049239.L01	16.3865	18.1579	17.1744	14.2808	17.2366	15.047
ENSG00000049245.L01	26.2672	26.8574	25.4024	27.7247	28.3626	26.9057
ENSG00000049246.L01	2.81306	2.86189	2.87499	1.88968	1.91176	1.81572
ENSG00000049247.L01	3.51136	3.74083	3.46614	23.4857	25.6246	23.2257
ENSG00000049249.L01	4.55712	4.51961	4.48823	0.700704	0.674853	0.679171
ENSG00000049319.L01	0	0	0	0	0	0
ENSG00000049323.L01	0	0	0	0.106462	0.107993	0.107887
ENSG00000049449.L01	5.72248	5.82473	5.81891	9.57176	10.0729	10.0516
ENSG00000049540.L01	0	0	0	0	0	0
ENSG00000049541.L01	8.7469	8.81194	8.91603	5.83266	5.8382	5.77509
ENSG00000049618.L01	21.1953	21.3445	21.7881	24.8242	25.0755	25.7319
ENSG00000049656.L01	62.1198	62.6038	62.8153	48.1954	53.176	56.5102
ENSG00000049759.L01	1.93618	1.92851	1.92184	1.72251	1.73657	1.77541
ENSG00000049768.L01	0.213485	0.213216	0.215731	0.521663	0.521331	0.531007
ENSG00000049769.L01	3.31641	3.28938	4.85741	1.31787	1.31565	2.2643
ENSG00000049860.L01	23.4294	23.8041	23.9427	27.8714	28.441	28.319
ENSG00000049883.L01	2.63301	2.69131	2.71484	2.20829	2.26166	2.26635
ENSG00000050030.L01	0	0	0	0	0	0
ENSG00000050130.L01	21.4965	21.994	22.1088	24.2547	24.728	24.8261
ENSG00000050165.L01	0.397417	0.37406	0.401441	0.264349	0.473512	0.270619
ENSG00000050327.L01	0.538554	0.540002	0.543181	0.682362	0.683805	0.691634
ENSG00000050344	1.99835	2.03425	2.04463	0.718793	0.725694	0.72786
ENSG00000050393.L01	4.92787	5.78301	4.71116	4.24307	4.44953	3.93257
ENSG00000050405.L01	8.13624	8.28416	8.35335	5.51426	5.60531	5.64124
ENSG00000050426.L01	41.1028	41.6799	41.7938	63.0354	64.0005	64.2074
ENSG00000050438.L01	2.52726	2.77695	2.79909	4.58912	4.47953	4.35696
ENSG00000050555.L01	0	0	0	0	0	0
ENSG00000050628	0.0127071	0.0130414	0.0130867	0	0	0
ENSG00000050730.L01	4.13041	4.17459	4.17556	4.21858	4.29639	4.37961
ENSG00000050748.L01	21.9038	22.38	21.6017	27.5066	27.7072	27.0941
ENSG00000050767.L01	0	0	0	0.0547301	0.054404	0.0549946
ENSG00000050820.L01	0.023417	0.0232103	0.0232454	0.024121	0.0239307	0.0241448
ENSG00000051009.L01	54.6202	54.7127	58.8406	43.2936	43.551	48.3231
ENSG00000051108.L01	84.1929	85.8966	88.1892	91.4837	92.9181	94.2797
ENSG00000051180.L01	1.14038	1.154	1.15562	0.472242	0.478405	0.481658
ENSG00000051180.L02	10.5606	18.1027	18.2975	19.821	33.3865	33.473
ENSG00000051341.L01	0.384246	0.403211	0.380049	0.167627	0.164097	0.164876
ENSG00000051382.L01	4.83833	4.92568	4.92844	6.35531	6.40423	6.2708
ENSG00000051523.L01	781.072	769.278	772.035	779.147	770.978	789.321
ENSG00000051596.L01	5.95296	6.00001	5.93216	7.61802	7.69236	8.18872
ENSG00000051620.L01	26.9335	26.7997	26.5583	9.85947	9.75306	9.74153
ENSG00000051825.L01	22.6937	22.5063	28.5869	31.8143	32.7054	36.217
ENSG00000052126.L01	2.05388	2.09194	2.10936	4.14835	4.23315	4.20587
ENSG00000052344.L01	0.0374953	0.0374108	0.0376098	0	0	0
ENSG00000052723.L01	21.2761	22.4976	19.9548	22.2257	24.0329	20.1509
ENSG00000052749.L01	2.04084	2.03155	2.04551	2.56409	2.55623	2.57934
ENSG00000052795.L01	3.44059	3.97977	4.00859	2.88188	2.94758	2.97759
ENSG00000052802.L01	8.41444	8.6356	8.77075	7.60918	7.7893	7.79756
ENSG00000052841.L01	41.8132	42.7267	44.6724	52.5562	52.3037	54.5539
ENSG00000052850	0.010641	0.0106377	0.0106938	0.0414268	0.041346	0.0417456
ENSG00000053108.L01	0.112915	0.112406	0.112102	0.543161	0.540626	0.541605
ENSG00000053328.L01	0.132468	0.132724	0.14079	0.0677713	0.0677246	0.105893
ENSG00000053371.L01	22.3712	22.2365	22.2327	12.4561	12.3746	12.3399
ENSG00000053372.L01	7.5912	7.59552	7.62181	7.07631	7.10404	7.13845
ENSG00000053438	0.957393	0.953214	0.955978	2.81675	2.79714	2.8218
